title,img,latestChapter,rating,src,id,titleId,description,authors,genres,lastUpdated,views
Leveling With The Gods,/mangaimage/manga-ml989546.jpg,Chapter 111,4.87,/manga/manga-ml989546,manga-ml989546,Leveling With The Gods,"He became stronger, faster than anyone else… but he lost. In the end, there was only despair for Kim YuWon.In his last moments, he was given another chance… Through the sacrifice of his comrade, his fate had not been sealed yet.Returning back to the past, he attempts to climb the Tower again with his unmatched talent.To fight the ancient evils that threatens to destroy the Tower.",Black Ajin,Action|Adventure|Fantasy|One shot|Shounen|Supernatural|Webtoons|Manhwa,2024-04-09 22:08,97100000.0
Pernathoris,/mangaimage/manga-do980449.jpg,Vol.1 Chapter 2: The Story,4.83,/manga/manga-do980449,manga-do980449,Pernathoris,A nameless one is searching for his destiny. His fate.But finds nothing but visions of the future and past.What's the point of writing a book if you have no name?,Thanos Kyratzis,Stelios Pliatsikas|Action|Adventure|Drama|Fantasy|Martial arts|Mystery|Sci fi,2019-04-18 20:07,97100.0
Makai Ishi Mephisto,/mangaimage/manga-nd964912.jpg,Chapter 3 : Bonga Ichiniyo,5.0,/manga/manga-nd964912,manga-nd964912,Makai Ishi Mephisto,"Doctor Mephisto is a man who is as skillful and handsome as he is mysterious and terrifying. He can cure any illness, heal fatal injuries, transform lead to gold, summon vicious monsters to do his bidding and perhaps even...revive the dead!?",Kikuchi Hideyuki,Action|Horror|Mystery|Shounen|Supernatural,2016-01-20 14:22,97100.0
Hakuouki Junrenka,/mangaimage/manga-nb965236.jpg,Vol.1 Chapter 2,5.0,/manga/manga-nb965236,manga-nb965236,Hakuouki Junrenka,"Based on a popular otome game, Hakuouki follows Chizuru and the Shinsengumi in an alternate reality. Chizuru travels to Kyoto in search of her missing father but after being involved in an incident, ended up being taken in by the Shinsengumi where she meets the members including the famous Hijikata Toshizo and Okita Soshi. Chizuru’s father was conducting government research for strengthening the Shinsengumi and developed the ochimizu. The ochimizu is a formula that gives demon like strength and regeneration effects but once taken, the user experiences extreme pain and eventually turns into a blood hungry monster.In an attempt to defend Chizuru, Hijikata takes the ochimizu and although the situation was saved, he is now affected with the illness. Okita is also forced to take the formula when his tuberculosis prevents him from defending Chizuru and himself. Feeling responsible for their actions, Chizuru must fight her feeling of helplessness and find the courage to support the Shinsengumi.",Akatsuki Kaori,Action|Drama|Harem|Historical|Romance|Shoujo|Supernatural,2016-01-21 09:33,97100.0
Alice Sherlock: The Rubious Nebula,/mangaimage/manga-bu979155.jpg,Chapter 5,4.85,/manga/manga-bu979155,manga-bu979155,Alice Sherlock: The Rubious Nebula,"In a world where animal people and humans cohabit with each other, Chief Constable Alice Sherlock is just a cowardly police officer. But one day, a strange turn event roped her into a robbery that is far more complex than it first seemed.",Nekobungi Sumire,Action|Drama|Fantasy|Romance|Yuri,2019-02-12 11:19,97100.0
Bara Na’S Fantasy War,/mangaimage/manga-kc987959.jpg,Chapter 7,1.55,/manga/manga-kc987959,manga-kc987959,Bara Na’S Fantasy War,"The natural idiot who was hunted everywhere, attacked the girl with a poisonous tongue, and saved the world, by the way.",Two Dimensional Animation,Action,2021-03-15 10:33,96000.0
Fukai Nemuri No Hana,/mangaimage/manga-co959449.jpg,Vol.2 Chapter 9 : [Includes Chapters 9-10],4.88,/manga/manga-co959449,manga-co959449,Fukai Nemuri No Hana,"From Tokyopop: Yuuki is an energetic teenager who carries the disturbing power of foresight in her dreams. She finds that this is tied to the mysterious Deep Sleep that has overtaken her sister, Yuuka. Clues left on her cell phone and visions that come to her in her dreams begin to reveal a strange puzzle... and then in one dream, a glass wall stands between her and her sister while a faceless little girl stands by Yuuka. The mysterious girl hands Yuuki a kaleidoscope--which Yuuki discovers she still has when she awakens from the dream the next morning",Kazumi Yuana,Action|Adventure|Cooking|Drama|Mystery|Romance|Shoujo|Supernatural,2018-03-12 18:04,96000.0
Kekkai Sensen - Mafuugai Kessha,/mangaimage/manga-ki952365.jpg,Vol.10 Chapter 30 : [End],4.8,/manga/manga-ki952365,manga-ki952365,Kekkai Sensen - Mafuugai Kessha,"From Dark Horse:Three years ago, a gateway between Earth and the Beyond opened over the city of New York. In one terrible night, New York was destroyed and rebuilt, trapping New Yorkers and extra-dimensional creatures alike in an unassailable island, a world all its own hidden in the mist of its physics-defying waterfalls.New York has been rechristened Jerusalem’s Lot, a paranormal melting pot where magic and madness dwell alongside the mundane, where every form of human vermin gathers to exploit otherworldly assets for earthly profit. Now someone is threatening to breach the controlled flow of unharmful, average humans and items in and (much more rarely) out of the city and thereby release Jerusalem’s Lot’s deluge of horrors on The Outside. The mysterious super-agents of Libra fight the impossible to prevent the unthinkable.Each volume has a subtitle:Vol. 1 魔界街結社 (Mafuugai Kessha) Secret Society in the Sealed City of MagicVol. 2 世界と世界のゲーム (Sekai to Sekai no Game) A Game Between WorldsVol. 3 震撃の血槌 (Shingeki no Blood Hammer) The Tremorous Blood HammerVol. 4 拳客のエデン (Kenkaku no Eden) A No-Holds-Barred E-denVol. 5 Ｚの一番長い日 (Z no Ichiban Nagai Hi) Z’s Longest DayVol. 6 人狼大作戦 (Jinrou Daisakusen) Chain: PossibleVol. 7 マクロの決死圏 (Macro no Kesshiken) Desperate Night in the Macro ZoneVol. 8 幻界病棟ライゼズ (Maboroshi Byoutou Rises) The Phantom Hospital RisesVol. 9 鰓呼吸ブルース (Erakokyuu Blues) Branchial Respiration BluesVol. 10 妖眼幻視行 (Yougan Genshikou)Japanese manga and anime site: http://kekkaisensen.com/",Nightow Yasuhiro,Action|Adventure|Comedy|Drama|Sci fi|Shounen|Supernatural,2017-12-27 17:06,969000.0
Youth Market,/mangaimage/manga-ro994871.jpg,Chapter 114,3.73,/manga/manga-ro994871,manga-ro994871,Youth Market,"""Your worth is just $10.""What if everyone who was still unemployed by the age of 29 was kidnapped and hunted for sport? Welcome to the dangerous world of the Youth Market.",Kyuho Son,Karibo|Action|Comedy|Drama|Seinen|Manhwa,2023-05-06 19:32,969600.0
Kobi No Kyoujin,/mangaimage/manga-le952539.jpg,Vol.2 Chapter 14 : X Side Extra Paper,4.76,/manga/manga-le952539,manga-le952539,Kobi No Kyoujin,"Kabu was told by his father, that he is going to succeed the Umezaki group, but he is hesitant to do so. On the other hand, Sagawa, who is regarded as the successor of the group by everyone else, tests Kabu’s loyalty by giving him an ultimatum, to give up his company or Nirasawa. For Kabu, Nirasawa is not only a convenient pawn, but at the same time he’s a lover, that has captivated him with his unexpected cuteness. Will Kabu really send Nirasawa away…!? This story takes place 4 years after the events of Bi no Isu.",Ike Reibun,Action|Drama|Mature|Smut|Yaoi,2017-02-16 20:47,969300.0
I’M Really Scared!,/mangaimage/manga-uk998167.jpg,Chapter 42,4.18,/manga/manga-uk998167,manga-uk998167,I’M Really Scared!,"After Guan Shan's reincarnation, he somehow went back to the past and awakened his special ability that allowed him to turn everything into a game system, through which he was rewarded with all kinds of magical items every time he cleared a dungeon. With his peculiar power, he fought against horror and terrifying monsters, vowed to avenge his family regardless of his struggle and suffering, and what's more he even discovered his childhood sweetheart's hidden identity as an ancient goddess. Finally, Guan Shan fought his way to the top and became an invincible hero.",China Literature,一颗星动漫|Action|Adventure|Drama|Fantasy|Martial arts|Shounen|Manhua,2024-04-01 11:09,968000.0
Martial Doctor Supreme,/mangaimage/manga-py992381.jpg,Chapter 167,3.15,/manga/manga-py992381,manga-py992381,Martial Doctor Supreme,"Wang Yu was a senior military doctor with mysterious martial arts. He provoked the Royal Prince and slept with his woman, so he chose to hide his identity and return to normal city life. However, his ability would not be wasted. There was always some scheme following himmangabuddy is a website dedicated to fans of anime, , , , video games, and cosplay. Where you may find all of your anime-related memes, recommendations, reviews, manga recommendations, character fanfiction, favorite quotations, and simply those ordinary anime things that you enjoy, particularly memes.You can , online for free at mangabuddy. Chapters are updated hourly with high-quality graphics and a full English translation. Find free translations of your favorite , and . The latest updated content on mangabuddy is now available.",Xiaomingtaiji,Diffuse Hollywood|漫莱坞|Action|Adventure|Fantasy|Martial arts|Manhua,2023-10-07 13:02,967800.0
This Human Became The Bizarro Lord,/mangaimage/manga-pk992645.jpg,Chapter 34: Scoundrel!,3.92,/manga/manga-pk992645,manga-pk992645,This Human Became The Bizarro Lord,"Since childhood, the protagonist could often see terrible “bizarre” creatures that no one else would see throughout lifetimes. Yet, he was never afraid. Instead, he was drawn to those bizarros and grew an attachment to them. Then one day in high school, he happened to meet a bizarro monitor and receive an invite to manage a prison that houses countless bizarros, as well as track down the ones who went lost in the world…..",雨田心于,Action|Comedy|Fantasy|Harem|Romance|School life|Shounen|Supernatural,2022-12-28 05:38,967400.0
Those Who Hunt Elves,/mangaimage/manga-oh951764.jpg,Chapter 51,4.31,/manga/manga-oh951764,manga-oh951764,Those Who Hunt Elves,"Junpei, a thick-headed martial artist. Ritsuko, tomboy and gun Otaku. Airi, award winning actress. These three are transported from their homes in Japan to a High Fantasy parallel world. Enlisting the aid of the most powerful elven sorceress in the land, they try— and fail —to cast a spell that will return them home. The result? The spell is made manifest as fragments on the bodies of five elven women throughout the land. To return home, they have to collect the fragments of the spell and join them into a working spell. The catch? They don't know precisely which elves have fragments of the spell on them. The solution? Find every elf woman in the land and take off their clothes.",Yagami Yu,Action|Adventure|Comedy|Fantasy|Shounen,2018-11-19 00:01,966000.0
